Long run on 2020-01-01: 18.78 miles at 10:15/mi, avg HR 143 bpm, elevation gain 73 ft. Location: Central Park. Weather was breezy. Perceived effort 5/10.
Race on 2025-12-18: 6.2 miles at 6:46/mi, avg HR 177 bpm, elevation gain 7 ft. Location: the greenway. Weather was cold. Perceived effort 3/10.
Recovery on 2025-12-19: 2.5 miles at 10:24/mi, avg HR 144 bpm, elevation gain 342 ft. Location: the beach path. Weather was sunny. Perceived effort 4/10.
Fartlek on 2025-12-20: 4.56 miles at 8:13/mi, avg HR 161 bpm, elevation gain 4 ft. Location: the greenway. Weather was sunny. Perceived effort 8/10.
Tempo on 2025-12-22: 11.43 miles at 7:35/mi, avg HR 154 bpm, elevation gain 54 ft. Location: the trails. Weather was hot. Perceived effort 8/10.
Race on 2025-12-25: 13.1 miles at 6:54/mi, avg HR 177 bpm, elevation gain 98 ft. Location: the track. Weather was overcast. Perceived effort 9/10.
Tempo on 2025-12-28: 6.89 miles at 7:07/mi, avg HR 166 bpm, elevation gain 81 ft. Location: the trails. Weather was breezy. Perceived effort 1/10.
Trail on 2025-12-30: 8.28 miles at 11:24/mi, avg HR 143 bpm, elevation gain 446 ft. Location: the forest preserve. Weather was foggy. Perceived effort 2/10.
Race on 2025-12-31: 3.1 miles at 7:40/mi, avg HR 167 bpm, elevation gain 45 ft. Location: the neighborhood. Weather was crisp. Perceived effort 2/10.
Fartlek on 2026-01-01: 11.09 miles at 8:42/mi, avg HR 165 bpm, elevation gain 42 ft. Location: Central Park. Weather was overcast. Perceived effort 9/10.
Race on 2026-01-04: 3.1 miles at 7:49/mi, avg HR 178 bpm, elevation gain 43 ft. Location: the hills. Weather was cold. Perceived effort 4/10.
Interval on 2026-01-05: 6.94 miles at 6:07/mi, avg HR 166 bpm, elevation gain 30 ft. Location: the trails. Weather was cold. Perceived effort 5/10.
Recovery on 2026-01-07: 4.88 miles at 10:22/mi, avg HR 130 bpm, elevation gain 152 ft. Location: the beach path. Weather was rainy. Perceived effort 2/10.
Tempo on 2026-01-08: 10.1 miles at 7:22/mi, avg HR 170 bpm, elevation gain 12 ft. Location: the track. Weather was cold. Perceived effort 2/10.
Long run on 2026-01-09: 16.22 miles at 9:24/mi, avg HR 163 bpm, elevation gain 0 ft. Location: the trails. Weather was foggy. Perceived effort 6/10.
Recovery on 2026-01-11: 3.33 miles at 11:49/mi, avg HR 125 bpm, elevation gain 105 ft. Location: the treadmill. Weather was humid. Perceived effort 5/10.
Interval on 2026-01-13: 6.35 miles at 6:50/mi, avg HR 167 bpm, elevation gain 18 ft. Location: the track. Weather was overcast. Perceived effort 5/10.
Recovery on 2026-01-15: 4.49 miles at 11:19/mi, avg HR 119 bpm, elevation gain 42 ft. Location: the greenway. Weather was rainy. Perceived effort 1/10.
Easy on 2026-01-16: 9.35 miles at 9:48/mi, avg HR 136 bpm, elevation gain 47 ft. Location: the waterfront. Weather was muggy. Perceived effort 1/10.
Trail on 2026-01-17: 9.01 miles at 10:46/mi, avg HR 147 bpm, elevation gain 35 ft. Location: Central Park. Weather was overcast. Perceived effort 7/10.
Tempo on 2026-01-19: 7.89 miles at 7:30/mi, avg HR 163 bpm, elevation gain 66 ft. Location: the forest preserve. Weather was crisp. Perceived effort 10/10.
Fartlek on 2026-01-22: 8.69 miles at 9:22/mi, avg HR 151 bpm, elevation gain 54 ft. Location: the hills. Weather was hot. Perceived effort 5/10.
Interval on 2026-01-23: 4.98 miles at 6:25/mi, avg HR 161 bpm, elevation gain 197 ft. Location: the forest preserve. Weather was muggy. Perceived effort 9/10.
Fartlek on 2026-01-24: 8.26 miles at 8:40/mi, avg HR 153 bpm, elevation gain 79 ft. Location: the hills. Weather was humid. Perceived effort 2/10.
Fartlek on 2026-01-27: 7.01 miles at 7:57/mi, avg HR 155 bpm, elevation gain 8 ft. Location: Riverside Park. Weather was rainy. Perceived effort 5/10.
Fartlek on 2026-01-30: 10.22 miles at 8:02/mi, avg HR 171 bpm, elevation gain 19 ft. Location: the waterfront. Weather was windy. Perceived effort 4/10.
Race on 2026-01-31: 13.1 miles at 6:50/mi, avg HR 158 bpm, elevation gain 208 ft. Location: the lake path. Weather was humid. Perceived effort 6/10.
Fartlek on 2026-02-01: 8.14 miles at 8:10/mi, avg HR 168 bpm, elevation gain 7 ft. Location: the waterfront. Weather was sunny. Perceived effort 2/10.
Long run on 2026-02-03: 11.31 miles at 10:19/mi, avg HR 131 bpm, elevation gain 270 ft. Location: downtown. Weather was rainy. Perceived effort 8/10.
Race on 2026-02-04: 13.1 miles at 7:14/mi, avg HR 159 bpm, elevation gain 22 ft. Location: the hills. Weather was crisp. Perceived effort 3/10.
Long run on 2026-02-06: 18.08 miles at 10:28/mi, avg HR 150 bpm, elevation gain 76 ft. Location: the lake path. Weather was breezy. Perceived effort 2/10.
Long run on 2026-02-07: 21.86 miles at 9:24/mi, avg HR 138 bpm, elevation gain 39 ft. Location: the beach path. Weather was cold. Perceived effort 9/10.
Trail on 2026-02-09: 5.7 miles at 11:56/mi, avg HR 157 bpm, elevation gain 21 ft. Location: the hills. Weather was perfect weather. Perceived effort 4/10.
Interval on 2026-02-11: 4.94 miles at 6:10/mi, avg HR 159 bpm, elevation gain 1 ft. Location: the greenway. Weather was humid. Perceived effort 8/10.
Long run on 2026-02-13: 10.09 miles at 9:21/mi, avg HR 135 bpm, elevation gain 91 ft. Location: downtown. Weather was windy. Perceived effort 10/10.
Trail on 2026-02-15: 5.28 miles at 11:20/mi, avg HR 150 bpm, elevation gain 124 ft. Location: the hills. Weather was hot. Perceived effort 9/10.
Interval on 2026-02-18: 6.49 miles at 6:15/mi, avg HR 172 bpm, elevation gain 29 ft. Location: the track. Weather was muggy. Perceived effort 2/10.
Fartlek on 2026-02-21: 10.49 miles at 9:08/mi, avg HR 149 bpm, elevation gain 40 ft. Location: Riverside Park. Weather was crisp. Perceived effort 10/10.
Recovery on 2026-02-23: 4.32 miles at 10:56/mi, avg HR 134 bpm, elevation gain 52 ft. Location: the greenway. Weather was overcast. Perceived effort 8/10.
Race on 2026-02-24: 26.2 miles at 7:15/mi, avg HR 172 bpm, elevation gain 17 ft. Location: Riverside Park. Weather was crisp. Perceived effort 2/10.
Trail on 2026-02-27: 6.31 miles at 11:41/mi, avg HR 150 bpm, elevation gain 243 ft. Location: downtown. Weather was rainy. Perceived effort 1/10.
Interval on 2026-02-28: 6.58 miles at 7:41/mi, avg HR 181 bpm, elevation gain 1 ft. Location: the canal trail. Weather was humid. Perceived effort 10/10.
Easy on 2026-03-03: 9.33 miles at 9:51/mi, avg HR 140 bpm, elevation gain 138 ft. Location: the beach path. Weather was humid. Perceived effort 3/10.
Race on 2026-03-05: 26.2 miles at 7:00/mi, avg HR 165 bpm, elevation gain 49 ft. Location: the hills. Weather was crisp. Perceived effort 8/10.
Interval on 2026-03-06: 6.74 miles at 6:06/mi, avg HR 171 bpm, elevation gain 55 ft. Location: the neighborhood. Weather was hot. Perceived effort 5/10.
Race on 2026-03-08: 26.2 miles at 6:57/mi, avg HR 180 bpm, elevation gain 12 ft. Location: the forest preserve. Weather was hot. Perceived effort 2/10.
Easy on 2026-03-10: 10.98 miles at 8:58/mi, avg HR 143 bpm, elevation gain 75 ft. Location: the hills. Weather was foggy. Perceived effort 7/10.
Race on 2026-03-11: 3.1 miles at 6:35/mi, avg HR 168 bpm, elevation gain 78 ft. Location: downtown. Weather was foggy. Perceived effort 1/10.
Recovery on 2026-03-12: 4.45 miles at 11:22/mi, avg HR 125 bpm, elevation gain 308 ft. Location: Riverside Park. Weather was cold. Perceived effort 1/10.
Trail on 2026-03-13: 10.03 miles at 9:56/mi, avg HR 149 bpm, elevation gain 11 ft. Location: the forest preserve. Weather was crisp. Perceived effort 7/10.
Recovery on 2026-03-16: 2.27 miles at 12:00/mi, avg HR 146 bpm, elevation gain 43 ft. Location: the forest preserve. Weather was perfect weather. Perceived effort 7/10.
Trail on 2026-03-18: 5.03 miles at 11:47/mi, avg HR 145 bpm, elevation gain 101 ft. Location: the greenway. Weather was windy. Perceived effort 3/10.
Tempo on 2026-03-20: 6.85 miles at 7:37/mi, avg HR 155 bpm, elevation gain 124 ft. Location: the trails. Weather was foggy. Perceived effort 7/10.
Trail on 2026-03-21: 5.89 miles at 11:49/mi, avg HR 137 bpm, elevation gain 100 ft. Location: the track. Weather was cold. Perceived effort 3/10.
Easy on 2026-03-22: 5.02 miles at 9:37/mi, avg HR 148 bpm, elevation gain 44 ft. Location: Riverside Park. Weather was muggy. Perceived effort 1/10.
Fartlek on 2026-03-23: 10.07 miles at 8:45/mi, avg HR 148 bpm, elevation gain 8 ft. Location: the neighborhood. Weather was perfect weather. Perceived effort 3/10.
Tempo on 2026-03-24: 11.49 miles at 8:10/mi, avg HR 162 bpm, elevation gain 57 ft. Location: the neighborhood. Weather was perfect weather. Perceived effort 8/10.
Trail on 2026-03-27: 7.15 miles at 11:31/mi, avg HR 153 bpm, elevation gain 150 ft. Location: the hills. Weather was humid. Perceived effort 8/10.
Trail on 2026-03-29: 7.92 miles at 9:51/mi, avg HR 141 bpm, elevation gain 150 ft. Location: the greenway. Weather was rainy. Perceived effort 7/10.
Interval on 2026-03-30: 5.33 miles at 6:19/mi, avg HR 181 bpm, elevation gain 54 ft. Location: the track. Weather was perfect weather. Perceived effort 10/10.
Fartlek on 2026-03-31: 10.35 miles at 7:45/mi, avg HR 158 bpm, elevation gain 53 ft. Location: the canal trail. Weather was breezy. Perceived effort 4/10.
Race on 2026-04-03: 26.2 miles at 6:37/mi, avg HR 165 bpm, elevation gain 21 ft. Location: the greenway. Weather was crisp. Perceived effort 6/10.
Easy on 2026-04-04: 5.35 miles at 9:26/mi, avg HR 142 bpm, elevation gain 49 ft. Location: the hills. Weather was rainy. Perceived effort 6/10.
Fartlek on 2026-04-05: 8.41 miles at 8:44/mi, avg HR 139 bpm, elevation gain 35 ft. Location: the forest preserve. Weather was overcast. Perceived effort 3/10.
Race on 2026-04-08: 26.2 miles at 7:15/mi, avg HR 167 bpm, elevation gain 37 ft. Location: the greenway. Weather was overcast. Perceived effort 9/10.
Long run on 2026-04-10: 15.49 miles at 9:34/mi, avg HR 138 bpm, elevation gain 114 ft. Location: the trails. Weather was rainy. Perceived effort 2/10.
Race on 2026-04-13: 3.1 miles at 7:19/mi, avg HR 160 bpm, elevation gain 1 ft. Location: downtown. Weather was foggy. Perceived effort 1/10.
Fartlek on 2026-04-15: 6.71 miles at 9:12/mi, avg HR 151 bpm, elevation gain 66 ft. Location: the greenway. Weather was rainy. Perceived effort 10/10.
Recovery on 2026-04-18: 2.16 miles at 11:19/mi, avg HR 123 bpm, elevation gain 153 ft. Location: the lake path. Weather was hot. Perceived effort 5/10.
Tempo on 2026-04-19: 6.82 miles at 7:39/mi, avg HR 160 bpm, elevation gain 102 ft. Location: Central Park. Weather was breezy. Perceived effort 10/10.
Race on 2026-04-22: 13.1 miles at 7:18/mi, avg HR 165 bpm, elevation gain 10 ft. Location: Central Park. Weather was muggy. Perceived effort 8/10.
Tempo on 2026-04-24: 4.66 miles at 7:29/mi, avg HR 151 bpm, elevation gain 17 ft. Location: the hills. Weather was sunny. Perceived effort 5/10.
Easy on 2026-04-27: 8.36 miles at 9:50/mi, avg HR 138 bpm, elevation gain 25 ft. Location: the treadmill. Weather was rainy. Perceived effort 2/10.
Long run on 2026-04-28: 21.87 miles at 10:30/mi, avg HR 155 bpm, elevation gain 24 ft. Location: the canal trail. Weather was cold. Perceived effort 5/10.
Race on 2026-04-29: 13.1 miles at 6:48/mi, avg HR 169 bpm, elevation gain 9 ft. Location: the canal trail. Weather was cold. Perceived effort 1/10.
Long run on 2026-05-02: 16.12 miles at 10:17/mi, avg HR 149 bpm, elevation gain 28 ft. Location: the hills. Weather was humid. Perceived effort 10/10.
Tempo on 2026-05-05: 7.01 miles at 7:16/mi, avg HR 155 bpm, elevation gain 112 ft. Location: the neighborhood. Weather was rainy. Perceived effort 6/10.
Race on 2026-05-06: 6.2 miles at 6:35/mi, avg HR 168 bpm, elevation gain 1 ft. Location: the waterfront. Weather was humid. Perceived effort 9/10.
Recovery on 2026-05-07: 4.8 miles at 10:54/mi, avg HR 122 bpm, elevation gain 81 ft. Location: Riverside Park. Weather was humid. Perceived effort 10/10.
Fartlek on 2026-05-08: 6.89 miles at 8:25/mi, avg HR 166 bpm, elevation gain 9 ft. Location: the beach path. Weather was perfect weather. Perceived effort 7/10.
Fartlek on 2026-05-09: 5.34 miles at 8:39/mi, avg HR 158 bpm, elevation gain 57 ft. Location: the forest preserve. Weather was muggy. Perceived effort 3/10.
Recovery on 2026-05-10: 4.84 miles at 12:10/mi, avg HR 128 bpm, elevation gain 69 ft. Location: Central Park. Weather was muggy. Perceived effort 5/10.
Easy on 2026-05-11: 4.5 miles at 9:10/mi, avg HR 140 bpm, elevation gain 16 ft. Location: the track. Weather was rainy. Perceived effort 7/10.
Race on 2026-05-13: 26.2 miles at 6:39/mi, avg HR 171 bpm, elevation gain 144 ft. Location: the forest preserve. Weather was foggy. Perceived effort 4/10.
Trail on 2026-05-15: 5.99 miles at 11:15/mi, avg HR 141 bpm, elevation gain 37 ft. Location: the waterfront. Weather was cold. Perceived effort 3/10.
Trail on 2026-05-17: 7.26 miles at 11:27/mi, avg HR 134 bpm, elevation gain 344 ft. Location: Central Park. Weather was cold. Perceived effort 8/10.
Recovery on 2026-05-19: 2.16 miles at 11:04/mi, avg HR 125 bpm, elevation gain 144 ft. Location: the greenway. Weather was muggy. Perceived effort 1/10.
Recovery on 2026-05-20: 3.68 miles at 12:32/mi, avg HR 140 bpm, elevation gain 14 ft. Location: the canal trail. Weather was perfect weather. Perceived effort 10/10.
Race on 2026-05-23: 13.1 miles at 6:42/mi, avg HR 159 bpm, elevation gain 72 ft. Location: the treadmill. Weather was cold. Perceived effort 2/10.
Trail on 2026-05-24: 11.76 miles at 11:20/mi, avg HR 146 bpm, elevation gain 1 ft. Location: the waterfront. Weather was muggy. Perceived effort 4/10.
Interval on 2026-05-27: 5.19 miles at 6:47/mi, avg HR 176 bpm, elevation gain 11 ft. Location: the greenway. Weather was hot. Perceived effort 3/10.
Easy on 2026-05-28: 9.14 miles at 9:43/mi, avg HR 133 bpm, elevation gain 122 ft. Location: the neighborhood. Weather was sunny. Perceived effort 2/10.
Trail on 2026-05-29: 5.25 miles at 11:35/mi, avg HR 151 bpm, elevation gain 22 ft. Location: Riverside Park. Weather was foggy. Perceived effort 2/10.
Fartlek on 2026-06-01: 4.58 miles at 8:17/mi, avg HR 158 bpm, elevation gain 97 ft. Location: downtown. Weather was windy. Perceived effort 5/10.
Interval on 2026-06-02: 6.6 miles at 6:52/mi, avg HR 170 bpm, elevation gain 7 ft. Location: Central Park. Weather was sunny. Perceived effort 10/10.
Easy on 2026-06-03: 4.41 miles at 8:59/mi, avg HR 126 bpm, elevation gain 54 ft. Location: the hills. Weather was muggy. Perceived effort 4/10.
Long run on 2026-06-05: 14.21 miles at 9:52/mi, avg HR 137 bpm, elevation gain 118 ft. Location: the forest preserve. Weather was overcast. Perceived effort 2/10.
Tempo on 2026-06-07: 6.93 miles at 7:16/mi, avg HR 165 bpm, elevation gain 37 ft. Location: the lake path. Weather was muggy. Perceived effort 10/10.
Long run on 2026-06-08: 18.49 miles at 10:11/mi, avg HR 141 bpm, elevation gain 16 ft. Location: the forest preserve. Weather was humid. Perceived effort 5/10.
Fartlek on 2026-06-09: 9.03 miles at 8:05/mi, avg HR 152 bpm, elevation gain 10 ft. Location: the neighborhood. Weather was overcast. Perceived effort 8/10.
Trail on 2026-06-10: 11.29 miles at 12:10/mi, avg HR 133 bpm, elevation gain 64 ft. Location: the forest preserve. Weather was muggy. Perceived effort 6/10.
Tempo on 2026-06-11: 10.75 miles at 7:17/mi, avg HR 152 bpm, elevation gain 82 ft. Location: the beach path. Weather was overcast. Perceived effort 5/10.
Trail on 2026-06-12: 11.15 miles at 11:56/mi, avg HR 150 bpm, elevation gain 201 ft. Location: the lake path. Weather was hot. Perceived effort 1/10.
Race on 2026-06-13: 6.2 miles at 7:02/mi, avg HR 160 bpm, elevation gain 107 ft. Location: the waterfront. Weather was overcast. Perceived effort 8/10.
Trail on 2026-06-14: 5.33 miles at 11:47/mi, avg HR 159 bpm, elevation gain 127 ft. Location: the track. Weather was muggy. Perceived effort 8/10.
Tempo on 2026-06-15: 7.71 miles at 7:16/mi, avg HR 163 bpm, elevation gain 15 ft. Location: the greenway. Weather was perfect weather. Perceived effort 4/10.
Long run on 2026-06-17: 17.43 miles at 10:33/mi, avg HR 127 bpm, elevation gain 87 ft. Location: the waterfront. Weather was breezy. Perceived effort 5/10.
Easy on 2026-06-18: 4.96 miles at 9:16/mi, avg HR 144 bpm, elevation gain 152 ft. Location: Riverside Park. Weather was overcast. Perceived effort 10/10.
Race on 2026-06-21: 26.2 miles at 7:00/mi, avg HR 177 bpm, elevation gain 318 ft. Location: Central Park. Weather was rainy. Perceived effort 3/10.
Easy on 2026-06-24: 9.11 miles at 9:20/mi, avg HR 135 bpm, elevation gain 34 ft. Location: Central Park. Weather was muggy. Perceived effort 7/10.
Tempo on 2026-06-25: 9.22 miles at 8:35/mi, avg HR 171 bpm, elevation gain 23 ft. Location: the forest preserve. Weather was hot. Perceived effort 7/10.
Easy on 2026-06-27: 5.56 miles at 10:00/mi, avg HR 136 bpm, elevation gain 140 ft. Location: the greenway. Weather was breezy. Perceived effort 8/10.
Trail on 2026-06-29: 9.71 miles at 12:15/mi, avg HR 150 bpm, elevation gain 18 ft. Location: the lake path. Weather was breezy. Perceived effort 2/10.
Interval on 2026-07-01: 5.73 miles at 7:01/mi, avg HR 173 bpm, elevation gain 271 ft. Location: Central Park. Weather was perfect weather. Perceived effort 8/10.
Recovery on 2026-07-02: 3.17 miles at 10:25/mi, avg HR 128 bpm, elevation gain 242 ft. Location: downtown. Weather was muggy. Perceived effort 5/10.
Easy on 2026-07-04: 11.05 miles at 9:54/mi, avg HR 136 bpm, elevation gain 34 ft. Location: the neighborhood. Weather was muggy. Perceived effort 2/10.
Recovery on 2026-07-05: 2.93 miles at 11:06/mi, avg HR 126 bpm, elevation gain 122 ft. Location: Riverside Park. Weather was rainy. Perceived effort 5/10.
Interval on 2026-07-08: 7.11 miles at 6:08/mi, avg HR 149 bpm, elevation gain 38 ft. Location: the track. Weather was foggy. Perceived effort 1/10.
Interval on 2026-07-10: 5.47 miles at 5:27/mi, avg HR 164 bpm, elevation gain 59 ft. Location: the treadmill. Weather was breezy. Perceived effort 7/10.
Recovery on 2026-07-11: 3.57 miles at 10:44/mi, avg HR 139 bpm, elevation gain 88 ft. Location: the waterfront. Weather was overcast. Perceived effort 8/10.
Interval on 2026-07-14: 7.73 miles at 6:02/mi, avg HR 164 bpm, elevation gain 102 ft. Location: the track. Weather was sunny. Perceived effort 4/10.
Interval on 2026-07-15: 4.12 miles at 7:25/mi, avg HR 179 bpm, elevation gain 77 ft. Location: the waterfront. Weather was perfect weather. Perceived effort 2/10.
Race on 2026-07-17: 26.2 miles at 8:30/mi, avg HR 173 bpm, elevation gain 35 ft. Location: the greenway. Weather was rainy. Perceived effort 1/10.
Recovery on 2026-07-18: 3.4 miles at 10:56/mi, avg HR 134 bpm, elevation gain 4 ft. Location: Central Park. Weather was hot. Perceived effort 1/10.
Long run on 2026-07-20: 12.92 miles at 10:21/mi, avg HR 169 bpm, elevation gain 109 ft. Location: the trails. Weather was muggy. Perceived effort 9/10.
Tempo on 2026-07-22: 7.69 miles at 7:17/mi, avg HR 158 bpm, elevation gain 26 ft. Location: the forest preserve. Weather was crisp. Perceived effort 4/10.
Easy on 2026-07-23: 9.21 miles at 9:52/mi, avg HR 129 bpm, elevation gain 139 ft. Location: the forest preserve. Weather was humid. Perceived effort 8/10.
Easy on 2026-07-26: 6.19 miles at 9:07/mi, avg HR 138 bpm, elevation gain 312 ft. Location: the waterfront. Weather was crisp. Perceived effort 1/10.
Tempo on 2026-07-27: 4.06 miles at 8:18/mi, avg HR 167 bpm, elevation gain 58 ft. Location: Central Park. Weather was humid. Perceived effort 1/10.
Long run on 2026-07-28: 21.05 miles at 10:02/mi, avg HR 140 bpm, elevation gain 276 ft. Location: the waterfront. Weather was crisp. Perceived effort 3/10.
Long run on 2026-07-30: 21.34 miles at 8:56/mi, avg HR 161 bpm, elevation gain 89 ft. Location: the canal trail. Weather was overcast. Perceived effort 2/10.
Interval on 2026-08-01: 4.96 miles at 6:28/mi, avg HR 166 bpm, elevation gain 50 ft. Location: Riverside Park. Weather was windy. Perceived effort 7/10.
Trail on 2026-08-02: 6.85 miles at 12:38/mi, avg HR 138 bpm, elevation gain 14 ft. Location: downtown. Weather was overcast. Perceived effort 10/10.
Tempo on 2026-08-04: 9.31 miles at 8:08/mi, avg HR 162 bpm, elevation gain 33 ft. Location: downtown. Weather was windy. Perceived effort 1/10.
Tempo on 2026-08-06: 11.74 miles at 7:52/mi, avg HR 166 bpm, elevation gain 176 ft. Location: downtown. Weather was overcast. Perceived effort 2/10.
Tempo on 2026-08-07: 4.22 miles at 7:51/mi, avg HR 181 bpm, elevation gain 22 ft. Location: the beach path. Weather was perfect weather. Perceived effort 3/10.
Recovery on 2026-08-10: 3.67 miles at 12:05/mi, avg HR 124 bpm, elevation gain 108 ft. Location: the greenway. Weather was humid. Perceived effort 8/10.
Easy on 2026-08-11: 4.71 miles at 9:45/mi, avg HR 126 bpm, elevation gain 42 ft. Location: the track. Weather was overcast. Perceived effort 10/10.
Tempo on 2026-08-13: 11.93 miles at 7:54/mi, avg HR 170 bpm, elevation gain 26 ft. Location: Central Park. Weather was rainy. Perceived effort 2/10.
Easy on 2026-08-14: 7.52 miles at 8:27/mi, avg HR 139 bpm, elevation gain 155 ft. Location: the track. Weather was overcast. Perceived effort 10/10.
Trail on 2026-08-15: 5.63 miles at 11:51/mi, avg HR 150 bpm, elevation gain 165 ft. Location: the forest preserve. Weather was rainy. Perceived effort 3/10.
Tempo on 2026-08-16: 8.1 miles at 6:53/mi, avg HR 153 bpm, elevation gain 225 ft. Location: the neighborhood. Weather was cold. Perceived effort 9/10.
Trail on 2026-08-18: 10.85 miles at 11:25/mi, avg HR 144 bpm, elevation gain 40 ft. Location: the trails. Weather was humid. Perceived effort 10/10.
Easy on 2026-08-21: 7.08 miles at 9:19/mi, avg HR 129 bpm, elevation gain 197 ft. Location: the hills. Weather was humid. Perceived effort 8/10.
Long run on 2026-08-23: 21.86 miles at 10:01/mi, avg HR 157 bpm, elevation gain 50 ft. Location: the neighborhood. Weather was cold. Perceived effort 6/10.
Easy on 2026-08-25: 11.58 miles at 8:54/mi, avg HR 138 bpm, elevation gain 116 ft. Location: the greenway. Weather was windy. Perceived effort 4/10.
Long run on 2026-08-26: 18.66 miles at 10:18/mi, avg HR 132 bpm, elevation gain 226 ft. Location: the hills. Weather was hot. Perceived effort 9/10.
Interval on 2026-08-28: 7.1 miles at 6:31/mi, avg HR 180 bpm, elevation gain 66 ft. Location: the waterfront. Weather was muggy. Perceived effort 4/10.
Easy on 2026-08-29: 5.01 miles at 9:00/mi, avg HR 141 bpm, elevation gain 60 ft. Location: the trails. Weather was overcast. Perceived effort 3/10.
Fartlek on 2026-09-01: 11.75 miles at 8:58/mi, avg HR 173 bpm, elevation gain 52 ft. Location: the waterfront. Weather was humid. Perceived effort 3/10.
Easy on 2026-09-04: 10.73 miles at 9:32/mi, avg HR 134 bpm, elevation gain 460 ft. Location: Central Park. Weather was muggy. Perceived effort 6/10.
Interval on 2026-09-05: 7.63 miles at 5:35/mi, avg HR 166 bpm, elevation gain 16 ft. Location: the lake path. Weather was cold. Perceived effort 6/10.
Fartlek on 2026-09-07: 4.33 miles at 7:47/mi, avg HR 168 bpm, elevation gain 34 ft. Location: Central Park. Weather was overcast. Perceived effort 1/10.
Tempo on 2026-09-09: 11.59 miles at 7:56/mi, avg HR 153 bpm, elevation gain 24 ft. Location: the track. Weather was sunny. Perceived effort 8/10.
Long run on 2026-09-11: 21.21 miles at 9:37/mi, avg HR 145 bpm, elevation gain 116 ft. Location: Riverside Park. Weather was windy. Perceived effort 8/10.
Recovery on 2026-09-13: 3.94 miles at 11:30/mi, avg HR 134 bpm, elevation gain 277 ft. Location: the lake path. Weather was windy. Perceived effort 6/10.
Long run on 2026-09-14: 16.21 miles at 10:11/mi, avg HR 146 bpm, elevation gain 9 ft. Location: downtown. Weather was windy. Perceived effort 2/10.
Trail on 2026-09-15: 8.74 miles at 10:57/mi, avg HR 148 bpm, elevation gain 52 ft. Location: the canal trail. Weather was windy. Perceived effort 7/10.
Long run on 2026-09-16: 21.41 miles at 9:58/mi, avg HR 133 bpm, elevation gain 38 ft. Location: the waterfront. Weather was crisp. Perceived effort 8/10.
Trail on 2026-09-17: 8.83 miles at 12:20/mi, avg HR 143 bpm, elevation gain 28 ft. Location: the track. Weather was windy. Perceived effort 10/10.
Tempo on 2026-09-19: 11.73 miles at 6:48/mi, avg HR 158 bpm, elevation gain 11 ft. Location: the lake path. Weather was hot. Perceived effort 3/10.
Interval on 2026-09-21: 4.89 miles at 6:22/mi, avg HR 171 bpm, elevation gain 121 ft. Location: the neighborhood. Weather was hot. Perceived effort 5/10.
Recovery on 2026-09-22: 2.25 miles at 10:51/mi, avg HR 129 bpm, elevation gain 131 ft. Location: the track. Weather was sunny. Perceived effort 10/10.
Race on 2026-09-23: 6.2 miles at 7:04/mi, avg HR 168 bpm, elevation gain 154 ft. Location: Riverside Park. Weather was rainy. Perceived effort 8/10.
Tempo on 2026-09-25: 10.26 miles at 7:19/mi, avg HR 163 bpm, elevation gain 149 ft. Location: the beach path. Weather was hot. Perceived effort 4/10.
Tempo on 2026-09-26: 5.86 miles at 7:31/mi, avg HR 173 bpm, elevation gain 149 ft. Location: the beach path. Weather was muggy. Perceived effort 10/10.
Interval on 2026-09-27: 4.85 miles at 6:16/mi, avg HR 167 bpm, elevation gain 125 ft. Location: Riverside Park. Weather was perfect weather. Perceived effort 9/10.
Interval on 2026-09-29: 7.37 miles at 6:17/mi, avg HR 180 bpm, elevation gain 64 ft. Location: the hills. Weather was rainy. Perceived effort 8/10.
Easy on 2026-09-30: 11.11 miles at 9:54/mi, avg HR 130 bpm, elevation gain 49 ft. Location: the forest preserve. Weather was perfect weather. Perceived effort 4/10.
Recovery on 2026-10-01: 4.41 miles at 10:23/mi, avg HR 133 bpm, elevation gain 273 ft. Location: the lake path. Weather was crisp. Perceived effort 4/10.
Tempo on 2026-10-03: 4.69 miles at 7:28/mi, avg HR 147 bpm, elevation gain 65 ft. Location: the hills. Weather was sunny. Perceived effort 7/10.
Easy on 2026-10-04: 7.54 miles at 8:55/mi, avg HR 140 bpm, elevation gain 32 ft. Location: the waterfront. Weather was breezy. Perceived effort 9/10.
Trail on 2026-10-05: 4.07 miles at 12:46/mi, avg HR 153 bpm, elevation gain 114 ft. Location: the greenway. Weather was perfect weather. Perceived effort 8/10.
Long run on 2026-10-08: 10.64 miles at 9:33/mi, avg HR 156 bpm, elevation gain 112 ft. Location: the waterfront. Weather was rainy. Perceived effort 4/10.
Easy on 2026-10-09: 8.62 miles at 9:00/mi, avg HR 135 bpm, elevation gain 13 ft. Location: the forest preserve. Weather was breezy. Perceived effort 7/10.
Tempo on 2026-10-10: 8.48 miles at 8:10/mi, avg HR 154 bpm, elevation gain 39 ft. Location: downtown. Weather was cold. Perceived effort 4/10.
Long run on 2026-10-13: 10.07 miles at 10:46/mi, avg HR 129 bpm, elevation gain 6 ft. Location: Central Park. Weather was rainy. Perceived effort 5/10.
Fartlek on 2026-10-14: 6.17 miles at 8:43/mi, avg HR 156 bpm, elevation gain 37 ft. Location: the canal trail. Weather was crisp. Perceived effort 10/10.
