activity_id,date,run_type,distance_miles,duration_minutes,pace_min_per_mile,avg_heart_rate,elevation_gain_ft,location,weather,perceived_effort
1484,2026-09-22,recovery,2.25,24.4,10.86,129,131,the track,sunny,10
1485,2026-09-23,race,6.2,43.8,7.07,168,154,Riverside Park,rainy,8
1486,2026-09-25,tempo,10.26,75.2,7.33,163,149,the beach path,hot,4
1487,2026-09-26,tempo,5.86,44.1,7.52,173,149,the beach path,muggy,10
1488,2026-09-27,interval,4.85,30.5,6.28,167,125,Riverside Park,perfect weather,9
1489,2026-09-29,interval,7.37,46.4,6.29,180,64,the hills,rainy,8
1490,2026-09-30,easy,11.11,110.0,9.9,130,49,the forest preserve,perfect weather,4
1491,2026-10-01,recovery,4.41,45.8,10.39,133,273,the lake path,crisp,4
1492,2026-10-03,tempo,4.69,35.1,7.48,147,65,the hills,sunny,7
1493,2026-10-04,easy,7.54,67.3,8.92,140,32,the waterfront,breezy,9
1494,2026-10-05,trail,4.07,52.0,12.78,153,114,the greenway,perfect weather,8
1495,2026-10-08,long run,10.64,101.7,9.56,156,112,the waterfront,rainy,4
1496,2026-10-09,easy,8.62,77.6,9.0,135,13,the forest preserve,breezy,7
1497,2026-10-10,tempo,8.48,69.4,8.18,154,39,downtown,cold,4
1498,2026-10-13,long run,10.07,108.6,10.78,129,6,Central Park,rainy,5
1499,2026-10-14,fartlek,6.17,53.9,8.73,156,37,the canal trail,crisp,10
1500,2026-10-15,fartlek,11.54,103.9,9.0,156,107,the waterfront,humid,7
1501,2026-10-16,recovery,3.23,35.9,11.13,125,50,the neighborhood,rainy,1
1502,2026-10-19,long run,13.62,134.7,9.89,156,38,the lake path,breezy,6
1503,2026-10-21,easy,6.18,60.1,9.72,144,9,the treadmill,perfect weather,5
1504,2026-10-24,interval,6.33,42.0,6.63,170,60,the beach path,muggy,2
1505,2026-10-26,recovery,4.42,44.9,10.15,139,59,the forest preserve,sunny,9
1506,2026-10-29,recovery,2.93,33.3,11.36,130,162,Central Park,overcast,7
1507,2026-10-30,fartlek,4.29,34.8,8.11,161,8,the hills,sunny,6
1508,2026-10-31,tempo,6.97,49.3,7.08,167,55,the neighborhood,foggy,2
1509,2026-11-02,interval,5.63,35.0,6.21,174,53,the track,hot,4
1510,2026-11-04,long run,12.06,128.6,10.66,146,131,the neighborhood,rainy,10
1511,2026-11-07,interval,6.8,46.0,6.77,186,42,the beach path,breezy,4
1512,2026-11-08,recovery,3.57,40.0,11.2,123,81,the treadmill,foggy,7
1513,2026-11-09,easy,8.7,85.6,9.84,137,7,Riverside Park,hot,6
1514,2026-11-11,fartlek,10.35,96.2,9.29,152,54,the greenway,foggy,2
1515,2026-11-13,race,26.2,179.5,6.85,172,42,the hills,hot,2
1516,2026-11-14,fartlek,4.71,42.0,8.91,158,160,Riverside Park,overcast,7
1517,2026-11-15,race,3.1,20.2,6.52,163,21,Riverside Park,humid,5
1518,2026-11-16,tempo,6.56,44.2,6.74,157,11,the waterfront,humid,4
1519,2026-11-18,easy,7.53,73.9,9.81,126,34,the treadmill,perfect weather,9
1520,2026-11-19,fartlek,10.05,87.7,8.73,157,32,downtown,perfect weather,8
1521,2026-11-22,easy,5.04,46.2,9.17,143,33,the treadmill,windy,2
1522,2026-11-23,interval,4.25,26.4,6.2,177,11,the canal trail,foggy,6
1523,2026-11-25,recovery,2.76,30.9,11.18,137,64,the neighborhood,muggy,6
1524,2026-11-27,fartlek,5.87,56.1,9.56,158,159,the waterfront,cold,10
1525,2026-11-28,race,6.2,46.9,7.56,159,1,the beach path,cold,4
1526,2026-11-30,recovery,3.63,37.2,10.26,119,6,the treadmill,sunny,3
1527,2026-12-01,race,26.2,175.0,6.68,173,90,the track,crisp,3
1528,2026-12-04,race,6.2,44.3,7.14,178,108,the track,breezy,3
1529,2026-12-05,interval,7.24,42.6,5.89,182,27,Riverside Park,sunny,6
1530,2026-12-07,tempo,7.03,58.3,8.29,165,28,the waterfront,cold,6
1531,2026-12-08,interval,7.72,55.3,7.16,170,63,the greenway,breezy,1
1532,2026-12-11,recovery,2.3,26.1,11.35,132,21,downtown,humid,6
1533,2026-12-13,tempo,10.86,86.1,7.93,166,42,the greenway,cold,2
1534,2026-12-14,trail,5.85,66.9,11.44,141,27,the waterfront,humid,8
1535,2026-12-15,tempo,8.77,64.5,7.36,171,7,Central Park,breezy,9
1536,2026-12-17,recovery,4.88,52.1,10.67,127,131,the neighborhood,breezy,5
1537,2026-12-19,race,6.2,38.7,6.24,166,216,the beach path,crisp,8
1538,2026-12-20,long run,16.76,159.4,9.51,141,230,the forest preserve,rainy,1
1539,2026-12-21,long run,20.34,205.2,10.09,137,51,the treadmill,sunny,7
1540,2026-12-23,interval,6.23,35.5,5.7,166,29,the waterfront,hot,2
1541,2026-12-24,easy,8.58,86.7,10.11,138,571,the hills,muggy,4
1542,2026-12-26,interval,4.64,27.8,6.0,164,14,the beach path,cold,4
1543,2026-12-27,long run,20.87,218.3,10.46,139,295,the greenway,rainy,2
1544,2026-12-29,trail,6.63,77.7,11.72,145,9,the trails,rainy,6
1545,2026-12-31,easy,5.32,51.4,9.67,147,44,the neighborhood,hot,7
1546,2027-01-01,trail,7.63,91.6,12.0,140,362,downtown,perfect weather,6
1547,2027-01-02,race,13.1,90.7,6.92,164,52,downtown,cold,8
1548,2027-01-04,long run,18.75,168.8,9.0,145,166,the trails,breezy,8
1549,2027-01-07,trail,10.61,122.9,11.58,157,28,the beach path,rainy,5
1550,2027-01-08,trail,7.74,82.7,10.68,140,26,the forest preserve,perfect weather,3
1551,2027-01-10,long run,11.18,111.6,9.98,145,59,the track,windy,5
1552,2027-01-12,recovery,3.3,36.0,10.9,118,128,Riverside Park,crisp,7
1553,2027-01-13,easy,6.67,61.8,9.26,152,30,the lake path,muggy,5
1554,2027-01-15,tempo,5.88,40.9,6.95,161,215,the greenway,rainy,10
1555,2027-01-16,interval,5.93,39.8,6.72,177,58,the track,perfect weather,5
1556,2027-01-18,fartlek,5.58,49.1,8.8,150,19,Central Park,cold,10
1557,2027-01-19,fartlek,11.45,92.2,8.05,168,7,the greenway,breezy,8
1558,2027-01-20,easy,11.23,111.4,9.92,140,13,the beach path,sunny,3
1559,2027-01-21,race,26.2,201.2,7.68,155,13,Riverside Park,muggy,5
1560,2027-01-23,tempo,7.59,55.6,7.32,151,73,the waterfront,breezy,4
1561,2027-01-24,long run,13.3,140.3,10.55,133,192,the beach path,cold,8
1562,2027-01-25,recovery,4.73,50.6,10.69,131,253,the hills,rainy,10
1563,2027-01-27,race,26.2,184.2,7.03,161,28,the forest preserve,overcast,6
1564,2027-01-29,easy,8.62,76.8,8.91,136,253,the canal trail,cold,3
1565,2027-01-31,easy,8.96,81.3,9.07,140,33,the track,hot,8
1566,2027-02-03,tempo,5.54,41.0,7.4,170,16,downtown,humid,1
1567,2027-02-04,recovery,4.3,45.7,10.62,137,18,the lake path,muggy,6
1568,2027-02-05,race,13.1,89.2,6.81,152,229,the greenway,muggy,2
1569,2027-02-07,interval,6.04,36.3,6.01,168,49,the beach path,muggy,3
1570,2027-02-08,tempo,11.17,82.8,7.41,142,131,the greenway,hot,6
1571,2027-02-11,race,13.1,82.1,6.27,164,17,the neighborhood,breezy,6
1572,2027-02-12,recovery,2.79,30.8,11.05,127,4,the canal trail,humid,1
1573,2027-02-13,race,13.1,96.2,7.34,163,152,the beach path,rainy,7
1574,2027-02-14,tempo,11.82,73.3,6.2,157,17,Riverside Park,windy,3
1575,2027-02-16,interval,4.69,28.8,6.15,164,38,the canal trail,windy,9
1576,2027-02-18,long run,14.94,151.0,10.11,151,217,the lake path,rainy,2
1577,2027-02-19,tempo,4.32,36.7,8.5,171,41,Central Park,rainy,6
1578,2027-02-20,recovery,3.91,45.6,11.67,138,30,the track,rainy,10
1579,2027-02-22,recovery,2.39,26.1,10.92,123,235,the track,breezy,5
1580,2027-02-23,long run,19.2,173.0,9.01,142,55,the trails,humid,3
1581,2027-02-26,interval,7.47,52.1,6.98,167,89,the treadmill,humid,4
1582,2027-02-27,long run,19.16,192.4,10.04,140,11,the lake path,breezy,2
1583,2027-02-28,easy,4.16,40.4,9.71,137,111,the beach path,rainy,7
1584,2027-03-01,interval,4.03,20.9,5.19,161,136,Riverside Park,sunny,9
1585,2027-03-03,easy,9.42,92.4,9.81,122,97,the waterfront,overcast,5
1586,2027-03-04,long run,14.8,148.3,10.02,149,245,the treadmill,muggy,1
1587,2027-03-05,long run,11.52,107.3,9.31,152,147,the hills,windy,10
1588,2027-03-06,tempo,7.77,63.7,8.2,152,17,the neighborhood,hot,1
1589,2027-03-07,tempo,7.31,52.6,7.19,163,63,the canal trail,breezy,5
1590,2027-03-09,recovery,4.48,52.8,11.79,126,118,downtown,humid,9
1591,2027-03-12,interval,7.34,50.4,6.87,172,147,the greenway,crisp,2
1592,2027-03-13,easy,7.77,71.3,9.18,125,13,the greenway,windy,4
1593,2027-03-14,tempo,4.67,33.2,7.11,155,211,the beach path,foggy,1
1594,2027-03-17,long run,20.94,228.2,10.9,151,33,the trails,foggy,8
1595,2027-03-18,tempo,5.49,40.0,7.29,162,142,the waterfront,muggy,2
1596,2027-03-19,recovery,3.13,33.4,10.66,139,61,the lake path,perfect weather,4
1597,2027-03-21,interval,7.22,44.5,6.17,165,26,the lake path,overcast,6
1598,2027-03-22,fartlek,10.93,93.0,8.51,143,22,Riverside Park,foggy,3
1599,2027-03-24,recovery,4.24,46.2,10.89,124,64,the forest preserve,cold,9
1600,2027-03-27,easy,7.95,77.4,9.73,150,3,Riverside Park,hot,8
1601,2027-03-28,trail,5.22,60.0,11.49,148,87,the treadmill,rainy,10
1602,2027-03-31,race,26.2,191.8,7.32,154,70,the trails,foggy,7
1603,2027-04-01,trail,6.12,74.1,12.11,146,47,the trails,overcast,8
1604,2027-04-04,recovery,4.35,52.3,12.02,133,40,the track,sunny,8
1605,2027-04-07,long run,21.19,201.5,9.51,148,38,the lake path,rainy,9
1606,2027-04-10,long run,20.54,204.8,9.97,133,59,Riverside Park,humid,7
1607,2027-04-12,long run,15.89,158.7,9.99,151,10,the forest preserve,humid,2
1608,2027-04-13,interval,7.6,47.0,6.19,177,193,downtown,windy,10
1609,2027-04-15,long run,18.13,181.7,10.02,150,120,the trails,perfect weather,8
1610,2027-04-16,race,26.2,187.1,7.14,160,2,downtown,rainy,10
1611,2027-04-18,fartlek,5.46,43.1,7.89,154,36,the greenway,cold,3
1612,2027-04-20,long run,10.89,119.7,10.99,136,56,Riverside Park,cold,8
1613,2027-04-22,interval,6.55,43.6,6.65,161,65,the neighborhood,humid,1
1614,2027-04-23,easy,10.12,91.9,9.08,149,45,the canal trail,overcast,8
1615,2027-04-26,easy,4.15,43.9,10.59,138,84,the track,perfect weather,10
1616,2027-04-29,recovery,2.26,23.1,10.24,137,7,the track,cold,10
1617,2027-05-01,long run,11.53,116.6,10.11,149,35,the beach path,overcast,9
1618,2027-05-03,fartlek,4.35,39.5,9.08,157,21,the trails,cold,8
1619,2027-05-05,race,13.1,82.3,6.28,173,5,the beach path,foggy,9
1620,2027-05-06,easy,9.76,91.6,9.39,147,200,the lake path,overcast,7
1621,2027-05-08,recovery,3.55,36.8,10.36,126,190,the canal trail,perfect weather,8
1622,2027-05-10,easy,11.26,110.7,9.83,154,10,Central Park,humid,9
1623,2027-05-13,race,6.2,46.6,7.52,168,42,the waterfront,perfect weather,3
1624,2027-05-14,trail,6.23,69.2,11.11,147,31,the waterfront,overcast,10
1625,2027-05-17,fartlek,7.69,65.1,8.46,156,89,the neighborhood,foggy,9
1626,2027-05-19,fartlek,9.91,83.9,8.47,144,161,the waterfront,foggy,3
1627,2027-05-21,easy,5.01,51.3,10.24,148,233,the lake path,cold,8
1628,2027-05-23,trail,6.12,71.5,11.68,144,216,the hills,muggy,6
1629,2027-05-24,recovery,2.66,30.5,11.48,136,46,Central Park,sunny,10
1630,2027-05-25,tempo,4.83,39.5,8.17,166,262,the canal trail,hot,6
1631,2027-05-28,easy,10.58,98.8,9.34,144,58,the beach path,muggy,6
1632,2027-05-30,long run,16.97,153.4,9.04,141,104,the lake path,hot,6
1633,2027-06-01,recovery,4.1,48.7,11.89,120,99,Central Park,muggy,4
1634,2027-06-02,interval,4.97,28.1,5.66,169,52,the neighborhood,cold,10
1635,2027-06-03,long run,19.0,187.3,9.86,151,8,the canal trail,cold,2
1636,2027-06-04,tempo,10.16,77.4,7.62,161,18,Central Park,foggy,6
1637,2027-06-05,fartlek,7.28,56.1,7.71,155,121,the neighborhood,perfect weather,10
1638,2027-06-07,trail,11.38,126.8,11.14,153,71,the treadmill,sunny,8
1639,2027-06-09,easy,8.84,84.2,9.52,120,65,downtown,perfect weather,10
1640,2027-06-11,recovery,2.53,29.4,11.64,101,134,the hills,overcast,8
1641,2027-06-12,interval,7.06,42.1,5.96,172,215,downtown,rainy,9
1642,2027-06-15,recovery,2.41,26.3,10.93,134,58,the track,crisp,5
1643,2027-06-16,trail,7.25,81.3,11.21,142,38,the trails,rainy,2
1644,2027-06-18,interval,4.68,29.9,6.39,183,24,the treadmill,cold,1
1645,2027-06-19,trail,8.89,97.0,10.91,148,66,the beach path,windy,10
1646,2027-06-22,long run,20.95,212.4,10.14,146,233,the forest preserve,crisp,2
1647,2027-06-24,recovery,2.91,31.2,10.73,126,180,the treadmill,overcast,10
1648,2027-06-26,fartlek,7.54,63.5,8.42,154,3,the lake path,windy,6
1649,2027-06-27,race,13.1,78.5,5.99,172,51,the lake path,muggy,9
1650,2027-06-28,interval,6.65,46.5,6.99,174,45,the lake path,perfect weather,5
1651,2027-06-30,fartlek,6.28,53.6,8.54,146,3,the neighborhood,foggy,3
1652,2027-07-01,tempo,5.3,42.0,7.93,165,133,the hills,rainy,4
1653,2027-07-04,fartlek,6.57,57.4,8.73,152,64,the treadmill,muggy,9
1654,2027-07-06,trail,6.05,68.2,11.28,161,16,the hills,breezy,1
1655,2027-07-08,interval,5.94,37.3,6.28,162,35,downtown,rainy,3
1656,2027-07-09,tempo,9.13,69.1,7.57,161,1,the forest preserve,muggy,5
1657,2027-07-11,trail,6.41,77.0,12.01,146,7,downtown,overcast,4
1658,2027-07-13,race,13.1,95.5,7.29,179,67,the neighborhood,humid,5
1659,2027-07-16,interval,6.02,35.4,5.88,176,62,the lake path,windy,2
1660,2027-07-17,interval,7.37,48.3,6.56,171,102,Central Park,windy,5
1661,2027-07-19,fartlek,11.83,93.2,7.88,154,13,the greenway,perfect weather,7
1662,2027-07-22,easy,9.12,76.3,8.37,138,11,the trails,humid,5
1663,2027-07-23,easy,11.1,96.2,8.67,135,3,the treadmill,cold,9
1664,2027-07-24,easy,4.25,42.4,9.98,134,272,the forest preserve,rainy,1
1665,2027-07-25,long run,14.35,129.9,9.05,147,5,downtown,crisp,5
1666,2027-07-26,trail,11.59,129.1,11.14,163,22,downtown,muggy,2
1667,2027-07-28,tempo,9.62,64.6,6.72,184,5,the trails,overcast,10
1668,2027-07-31,long run,18.86,183.1,9.71,140,16,the greenway,muggy,10
1669,2027-08-02,race,26.2,164.8,6.29,170,158,Riverside Park,windy,10
1670,2027-08-03,recovery,3.06,33.7,11.01,135,21,downtown,crisp,7
1671,2027-08-06,interval,7.78,52.4,6.73,188,40,the lake path,windy,3
1672,2027-08-07,tempo,8.1,60.3,7.45,177,24,the trails,cold,8
1673,2027-08-09,race,3.1,19.2,6.19,147,98,the waterfront,foggy,6
1674,2027-08-12,long run,10.51,104.2,9.91,148,54,downtown,foggy,7
1675,2027-08-14,interval,7.04,41.3,5.87,173,335,the treadmill,humid,6
1676,2027-08-16,recovery,3.36,37.6,11.19,135,62,the canal trail,cold,1
1677,2027-08-19,easy,6.99,66.2,9.47,149,54,the canal trail,breezy,1
1678,2027-08-22,interval,7.6,44.5,5.85,174,89,the treadmill,foggy,7
1679,2027-08-23,recovery,3.81,40.4,10.61,132,10,the beach path,muggy,2
1680,2027-08-25,interval,5.61,36.6,6.53,165,71,the canal trail,rainy,7
1681,2027-08-26,trail,5.4,61.7,11.43,141,348,the treadmill,cold,2
1682,2027-08-27,race,6.2,49.1,7.92,172,31,the canal trail,humid,8
1683,2027-08-30,recovery,3.95,42.3,10.7,116,2,the beach path,muggy,7
1684,2027-08-31,race,3.1,21.9,7.08,178,26,the canal trail,rainy,8
1685,2027-09-03,trail,6.0,70.0,11.66,153,5,the canal trail,hot,7
1686,2027-09-04,tempo,7.24,56.8,7.84,176,36,the forest preserve,cold,9
1687,2027-09-05,recovery,4.91,55.6,11.33,121,15,the lake path,crisp,9
1688,2027-09-08,recovery,3.34,34.3,10.27,144,23,the waterfront,breezy,1
1689,2027-09-09,tempo,8.35,62.4,7.47,172,29,the neighborhood,rainy,3
1690,2027-09-10,trail,9.52,105.2,11.05,153,39,the trails,muggy,5
1691,2027-09-11,long run,14.41,137.6,9.55,125,8,Riverside Park,humid,4
1692,2027-09-13,tempo,9.33,75.0,8.04,151,26,the canal trail,crisp,7
1693,2027-09-14,fartlek,5.68,44.4,7.81,153,1,the waterfront,breezy,3
1694,2027-09-15,tempo,5.82,43.2,7.42,163,26,the neighborhood,crisp,6
1695,2027-09-16,interval,4.3,28.7,6.67,164,11,Riverside Park,perfect weather,6
1696,2027-09-17,trail,9.66,104.5,10.82,157,65,the lake path,crisp,4
1697,2027-09-18,easy,4.93,48.8,9.89,129,61,the greenway,muggy,10
1698,2027-09-21,interval,6.42,36.4,5.67,168,164,Riverside Park,rainy,4
1699,2027-09-22,tempo,6.06,41.2,6.8,158,52,Central Park,perfect weather,10
1700,2027-09-24,race,6.2,45.6,7.36,166,36,Riverside Park,hot,3
1701,2027-09-26,long run,20.04,186.4,9.3,132,84,Central Park,breezy,9
1702,2027-09-28,fartlek,10.54,81.3,7.71,163,3,the canal trail,muggy,8
1703,2027-09-29,interval,5.59,36.4,6.52,180,54,the forest preserve,windy,4
1704,2027-09-30,race,26.2,181.3,6.92,176,33,the lake path,humid,7
1705,2027-10-01,interval,5.99,38.4,6.41,163,41,the canal trail,cold,4
1706,2027-10-03,tempo,11.69,83.1,7.11,176,73,the lake path,humid,1
1707,2027-10-04,race,6.2,43.0,6.94,168,40,the hills,rainy,4
1708,2027-10-05,fartlek,10.89,96.9,8.9,140,6,Riverside Park,sunny,8
1709,2027-10-06,recovery,3.63,41.1,11.32,121,143,the forest preserve,perfect weather,4
1710,2027-10-09,trail,7.32,86.5,11.82,148,31,the forest preserve,perfect weather,10
1711,2027-10-10,long run,20.04,207.2,10.34,146,432,Riverside Park,foggy,1
1712,2027-10-11,recovery,2.86,33.1,11.59,133,21,the trails,rainy,6
1713,2027-10-13,easy,8.48,81.0,9.55,121,104,Central Park,cold,9
1714,2027-10-15,trail,8.68,105.1,12.11,135,63,the treadmill,perfect weather,6
1715,2027-10-16,easy,4.68,41.4,8.84,146,10,the hills,humid,5
1716,2027-10-17,fartlek,10.72,91.1,8.5,142,96,downtown,rainy,3
1717,2027-10-18,recovery,3.21,34.3,10.7,139,40,the forest preserve,foggy,7
1718,2027-10-19,race,3.1,21.9,7.07,168,14,downtown,sunny,3
1719,2027-10-21,race,13.1,96.3,7.35,163,97,the lake path,cold,5
1720,2027-10-23,race,13.1,90.9,6.94,172,86,the lake path,humid,6
1721,2027-10-26,fartlek,7.6,73.0,9.6,150,16,the beach path,humid,9
1722,2027-10-29,fartlek,10.48,106.1,10.12,162,106,Central Park,windy,3
1723,2027-10-30,interval,6.88,42.1,6.12,174,55,the track,sunny,8
1724,2027-10-31,tempo,8.34,62.1,7.45,158,12,the forest preserve,rainy,7
1725,2027-11-01,fartlek,9.72,84.1,8.65,145,198,Central Park,rainy,6
1726,2027-11-04,fartlek,7.15,64.4,9.01,164,0,the waterfront,rainy,2
1727,2027-11-07,tempo,9.4,71.0,7.55,153,43,Riverside Park,hot,2
1728,2027-11-08,race,6.2,43.9,7.08,181,6,the canal trail,humid,9
1729,2027-11-09,interval,6.9,46.4,6.72,168,180,the hills,sunny,9
1730,2027-11-11,tempo,8.64,60.5,7.0,166,187,the lake path,overcast,4
1731,2027-11-13,long run,12.25,129.6,10.58,135,78,downtown,sunny,5
1732,2027-11-16,long run,13.76,129.9,9.44,139,15,the lake path,hot,10
1733,2027-11-17,recovery,2.74,29.8,10.89,136,47,the track,sunny,2
1734,2027-11-19,fartlek,11.77,106.8,9.07,148,46,the waterfront,muggy,5
1735,2027-11-21,easy,5.26,50.5,9.6,148,93,downtown,sunny,10
1736,2027-11-23,recovery,4.67,56.5,12.09,131,46,the forest preserve,breezy,10
1737,2027-11-24,interval,5.95,39.4,6.62,175,73,the canal trail,sunny,5
1738,2027-11-25,easy,6.61,61.7,9.34,140,78,the forest preserve,overcast,9
1739,2027-11-27,trail,7.51,79.0,10.52,143,24,Riverside Park,perfect weather,5
1740,2027-11-28,interval,6.06,40.9,6.75,164,17,the beach path,perfect weather,2
1741,2027-11-29,interval,4.29,29.7,6.93,158,12,the track,perfect weather,7
1742,2027-11-30,tempo,9.73,77.0,7.91,168,88,Riverside Park,cold,8
1743,2027-12-02,race,6.2,50.2,8.1,165,3,downtown,muggy,2
1744,2027-12-03,interval,6.0,42.9,7.15,176,35,the waterfront,rainy,7
1745,2027-12-05,race,26.2,194.7,7.43,157,94,Riverside Park,perfect weather,6
1746,2027-12-07,tempo,10.16,74.4,7.32,168,65,the lake path,muggy,7
1747,2027-12-08,easy,8.14,77.7,9.54,148,68,the greenway,hot,8
1748,2027-12-11,interval,6.46,42.1,6.52,177,52,the neighborhood,muggy,3
1749,2027-12-13,long run,18.97,191.4,10.09,142,29,the treadmill,rainy,7
1750,2027-12-14,fartlek,4.58,40.9,8.93,151,170,the treadmill,humid,3
1751,2027-12-17,race,6.2,45.2,7.29,155,219,the greenway,perfect weather,5
1752,2027-12-19,easy,9.52,86.4,9.08,153,33,the greenway,overcast,1
1753,2027-12-21,long run,14.26,147.9,10.37,155,4,the greenway,perfect weather,7
1754,2027-12-22,fartlek,10.1,86.2,8.53,151,61,the neighborhood,breezy,10
1755,2027-12-23,recovery,3.34,34.6,10.35,124,6,the treadmill,crisp,2
1756,2027-12-25,easy,11.88,112.0,9.43,146,64,Riverside Park,breezy,8
1757,2027-12-26,tempo,5.12,39.4,7.7,163,8,the canal trail,perfect weather,1
1758,2027-12-27,trail,8.34,98.8,11.85,147,59,the forest preserve,cold,6
1759,2027-12-29,fartlek,5.67,50.2,8.85,156,87,the beach path,muggy,8
1760,2027-12-31,race,13.1,92.9,7.09,162,14,the canal trail,humid,4
1761,2028-01-01,long run,15.56,148.6,9.55,153,73,the forest preserve,crisp,5
1762,2028-01-04,long run,13.63,140.0,10.27,139,86,the lake path,foggy,1
1763,2028-01-05,trail,5.03,59.1,11.74,141,44,Riverside Park,sunny,3
1764,2028-01-08,fartlek,6.1,54.4,8.91,148,170,the waterfront,breezy,7
1765,2028-01-11,fartlek,8.91,75.2,8.44,156,7,the treadmill,crisp,10
1766,2028-01-12,trail,9.28,113.9,12.27,141,78,the beach path,cold,2
1767,2028-01-13,tempo,4.82,34.2,7.09,150,101,Central Park,windy,2
1768,2028-01-14,interval,5.0,37.1,7.43,172,31,the canal trail,sunny,4
1769,2028-01-16,tempo,11.18,89.9,8.04,157,58,the neighborhood,windy,7
1770,2028-01-19,interval,7.52,47.1,6.26,171,1,Riverside Park,cold,8
1771,2028-01-20,fartlek,6.74,57.2,8.49,160,206,the lake path,sunny,2
1772,2028-01-21,tempo,8.39,63.2,7.53,159,19,the forest preserve,breezy,8
1773,2028-01-23,fartlek,9.82,92.8,9.45,147,0,Central Park,rainy,10
1774,2028-01-24,interval,4.15,25.4,6.11,165,10,the treadmill,crisp,7
1775,2028-01-25,recovery,2.77,31.5,11.36,133,1,Central Park,overcast,7
1776,2028-01-27,fartlek,5.84,49.2,8.42,147,58,the forest preserve,crisp,10
1777,2028-01-30,race,3.1,21.9,7.07,174,35,the waterfront,perfect weather,8
1778,2028-02-01,fartlek,9.82,77.0,7.84,140,48,the trails,breezy,1
1779,2028-02-03,easy,4.76,46.9,9.86,124,17,the lake path,crisp,6
1780,2028-02-05,long run,20.52,191.5,9.33,141,13,the treadmill,muggy,7
1781,2028-02-07,long run,18.3,203.5,11.12,137,38,the waterfront,crisp,6
1782,2028-02-09,trail,7.52,87.2,11.6,156,5,Central Park,humid,5
1783,2028-02-12,interval,6.46,46.3,7.16,170,142,the waterfront,hot,8
1784,2028-02-13,interval,4.05,24.2,5.98,171,28,the hills,muggy,6
1785,2028-02-15,fartlek,6.37,57.3,8.99,160,54,the track,cold,7
1786,2028-02-17,recovery,2.69,27.2,10.1,117,11,the beach path,rainy,3
1787,2028-02-19,interval,7.89,45.4,5.76,180,17,the treadmill,breezy,2
1788,2028-02-22,fartlek,4.07,32.0,7.87,144,146,the track,humid,4
1789,2028-02-23,fartlek,8.35,71.3,8.54,162,84,Riverside Park,perfect weather,8
1790,2028-02-24,interval,4.18,30.5,7.29,162,4,the trails,foggy,1
1791,2028-02-25,recovery,4.66,56.3,12.08,115,8,the treadmill,hot,3
1792,2028-02-26,easy,7.15,66.1,9.25,144,30,the beach path,overcast,6
1793,2028-02-28,long run,16.04,151.7,9.46,142,129,the hills,windy,2
1794,2028-03-01,interval,7.4,46.4,6.27,148,97,the waterfront,cold,6
1795,2028-03-02,easy,11.08,95.8,8.65,139,68,the beach path,foggy,5
1796,2028-03-03,long run,19.64,189.3,9.64,137,3,the forest preserve,sunny,8
1797,2028-03-05,long run,15.91,155.4,9.77,155,170,Riverside Park,crisp,10
1798,2028-03-06,easy,4.39,43.9,10.01,121,0,the greenway,overcast,3
1799,2028-03-09,long run,11.46,119.2,10.4,136,9,the canal trail,windy,6
1800,2028-03-10,race,26.2,206.5,7.88,159,99,the beach path,foggy,8
1801,2028-03-13,long run,19.86,192.6,9.7,148,117,the track,muggy,6
1802,2028-03-14,tempo,6.1,40.6,6.65,170,10,Riverside Park,windy,8
1803,2028-03-16,easy,6.87,74.3,10.82,142,51,the trails,rainy,6
1804,2028-03-17,tempo,11.21,91.8,8.19,151,14,Riverside Park,cold,6
1805,2028-03-20,trail,9.0,99.0,11.0,145,104,downtown,muggy,4
1806,2028-03-21,trail,11.6,132.5,11.42,150,5,the beach path,windy,3
1807,2028-03-23,trail,11.15,124.9,11.2,149,60,the lake path,rainy,9
1808,2028-03-26,recovery,2.45,28.1,11.48,133,3,Central Park,rainy,3
1809,2028-03-27,long run,11.55,113.4,9.82,150,50,Riverside Park,hot,6
1810,2028-03-29,tempo,6.2,45.3,7.3,162,2,the lake path,sunny,7
1811,2028-03-30,tempo,11.86,94.4,7.96,160,81,the hills,sunny,9
1812,2028-03-31,trail,11.37,123.9,10.9,148,113,the lake path,muggy,9
1813,2028-04-01,recovery,2.6,29.8,11.46,138,18,downtown,sunny,5
1814,2028-04-03,tempo,7.51,52.4,6.98,167,121,the forest preserve,perfect weather,8
1815,2028-04-06,interval,7.17,45.7,6.38,183,145,the greenway,crisp,10
1816,2028-04-09,fartlek,6.19,48.9,7.9,160,30,the forest preserve,hot,7
1817,2028-04-10,race,3.1,21.2,6.83,163,18,Central Park,foggy,6
1818,2028-04-12,tempo,4.84,38.4,7.94,161,101,the greenway,foggy,5
1819,2028-04-13,long run,21.07,204.2,9.69,147,67,the greenway,foggy,5
1820,2028-04-15,recovery,2.77,32.3,11.65,124,94,the beach path,muggy,3
1821,2028-04-16,easy,5.77,60.8,10.54,133,90,the beach path,foggy,10
1822,2028-04-17,interval,6.47,41.5,6.42,184,48,the canal trail,cold,7
1823,2028-04-19,long run,20.1,201.0,10.0,152,129,the forest preserve,sunny,6
1824,2028-04-20,recovery,3.22,33.1,10.29,126,139,Riverside Park,sunny,2
1825,2028-04-22,race,3.1,21.9,7.07,155,131,the waterfront,hot,4
