run_id,run_type,mile,pace_min_per_mile,heart_rate
572,tempo,2,7.97,153
572,tempo,3,8.3,149
572,tempo,4,8.16,143
572,tempo,5,7.82,152
572,tempo,6,7.75,145
572,tempo,7,8.1,145
572,tempo,8,8.14,148
572,tempo,9,7.78,147
572,tempo,10,7.93,147
572,tempo,11,8.21,146
572,tempo,12,8.35,150
572,tempo,13,8.06,151
572,tempo,14,8.05,148
573,fartlek,1,8.42,147
573,fartlek,2,8.69,146
573,fartlek,3,8.9,146
573,fartlek,4,9.0,147
573,fartlek,5,8.66,135
573,fartlek,6,8.97,149
573,fartlek,7,8.7,146
573,fartlek,8,9.22,148
573,fartlek,9,8.48,143
573,fartlek,10,8.57,155
573,fartlek,11,8.8,155
573,fartlek,12,8.52,147
573,fartlek,13,8.63,155
574,long run,1,10.85,143
574,long run,2,10.42,145
574,long run,3,10.71,148
574,long run,4,10.85,148
574,long run,5,11.24,151
574,long run,6,10.58,148
574,long run,7,10.79,150
574,long run,8,10.61,150
574,long run,9,11.0,149
574,long run,10,10.75,155
574,long run,11,10.27,157
575,interval,1,5.18,142
575,interval,2,8.42,140
575,interval,3,5.18,148
575,interval,4,8.42,142
575,interval,5,5.18,148
575,interval,6,8.42,149
575,interval,7,5.18,155
575,interval,8,8.42,157
575,interval,9,5.18,136
575,interval,10,8.42,151
575,interval,11,5.18,142
575,interval,12,8.42,159
575,interval,13,5.18,154
575,interval,14,8.42,161
575,interval,15,5.18,157
576,interval,1,5.0,140
576,interval,2,7.57,145
576,interval,3,5.0,149
576,interval,4,7.57,147
576,interval,5,5.0,149
576,interval,6,7.57,147
576,interval,7,5.0,155
576,interval,8,7.57,151
576,interval,9,5.0,151
576,interval,10,7.57,153
576,interval,11,5.0,150
576,interval,12,7.57,152
577,recovery,1,11.4,146
577,recovery,2,11.42,144
577,recovery,3,11.2,137
577,recovery,4,11.26,144
577,recovery,5,11.12,148
577,recovery,6,11.4,145
577,recovery,7,11.05,152
577,recovery,8,11.28,143
577,recovery,9,11.42,141
577,recovery,10,11.27,155
578,easy,1,9.41,154
578,easy,2,9.24,140
578,easy,3,9.45,140
578,easy,4,9.61,151
578,easy,5,9.63,144
578,easy,6,9.21,152
578,easy,7,9.26,146
578,easy,8,9.37,152
579,interval,1,5.0,139
579,interval,2,8.12,146
579,interval,3,5.0,140
579,interval,4,8.12,149
579,interval,5,5.0,147
579,interval,6,8.12,142
579,interval,7,5.0,151
579,interval,8,8.12,151
579,interval,9,5.0,139
579,interval,10,8.12,151
579,interval,11,5.0,153
579,interval,12,8.12,154
580,fartlek,1,7.66,140
580,fartlek,2,7.69,146
580,fartlek,3,7.4,140
580,fartlek,4,7.31,140
581,interval,1,6.04,144
581,interval,2,9.81,144
581,interval,3,6.04,143
581,interval,4,9.81,145
581,interval,5,6.04,157
581,interval,6,9.81,153
581,interval,7,6.04,161
581,interval,8,9.81,152
581,interval,9,6.04,146
581,interval,10,9.81,153
581,interval,11,6.04,155
581,interval,12,9.81,156
581,interval,13,6.04,152
581,interval,14,9.81,164
582,tempo,1,6.94,146
582,tempo,2,6.81,135
582,tempo,3,6.71,151
582,tempo,4,6.92,145
582,tempo,5,7.12,150
582,tempo,6,6.95,153
583,tempo,1,7.2,133
583,tempo,2,7.88,146
583,tempo,3,7.96,152
583,tempo,4,7.76,140
583,tempo,5,7.45,153
583,tempo,6,7.85,140
583,tempo,7,7.54,148
583,tempo,8,7.59,153
583,tempo,9,7.84,150
583,tempo,10,7.73,158
584,race,1,6.45,145
584,race,2,6.3,142
584,race,3,6.12,146
584,race,4,6.38,153
584,race,5,6.28,146
584,race,6,6.59,141
584,race,7,6.41,152
584,race,8,6.37,154
584,race,9,6.16,159
585,recovery,1,11.38,141
585,recovery,2,11.48,150
585,recovery,3,11.51,153
585,recovery,4,11.52,145
585,recovery,5,10.94,146
585,recovery,6,11.32,149
585,recovery,7,11.53,146
585,recovery,8,11.65,150
585,recovery,9,11.3,144
585,recovery,10,11.35,156
585,recovery,11,11.38,161
585,recovery,12,11.4,150
585,recovery,13,11.6,146
586,trail,1,11.88,151
586,trail,2,11.83,146
586,trail,3,11.94,147
586,trail,4,11.72,139
586,trail,5,12.06,155
586,trail,6,11.71,151
586,trail,7,11.72,151
586,trail,8,11.72,150
586,trail,9,11.99,154
586,trail,10,11.6,148
586,trail,11,12.38,157
586,trail,12,11.88,157
586,trail,13,11.54,154
586,trail,14,11.75,154
586,trail,15,12.08,145
587,easy,1,8.74,138
587,easy,2,8.81,157
587,easy,3,8.84,151
588,recovery,1,10.74,145
588,recovery,2,10.37,154
588,recovery,3,10.59,139
588,recovery,4,10.82,146
589,interval,1,5.0,152
589,interval,2,7.71,147
589,interval,3,5.0,146
589,interval,4,7.71,146
589,interval,5,5.0,143
589,interval,6,7.71,154
589,interval,7,5.0,150
589,interval,8,7.71,151
589,interval,9,5.0,154
589,interval,10,7.71,147
589,interval,11,5.0,162
589,interval,12,7.71,161
589,interval,13,5.0,154
589,interval,14,7.71,153
590,long run,1,10.54,146
590,long run,2,10.67,134
590,long run,3,10.45,147
590,long run,4,10.35,143
590,long run,5,10.35,156
590,long run,6,9.94,147
590,long run,7,10.23,148
591,recovery,1,10.93,151
591,recovery,2,11.09,148
591,recovery,3,10.86,137
591,recovery,4,10.93,150
591,recovery,5,11.09,142
591,recovery,6,10.93,144
591,recovery,7,11.06,152
591,recovery,8,10.84,145
591,recovery,9,11.0,145
592,fartlek,1,8.38,130
592,fartlek,2,8.17,140
592,fartlek,3,8.61,139
592,fartlek,4,8.7,148
592,fartlek,5,8.68,149
592,fartlek,6,8.32,140
592,fartlek,7,8.58,153
592,fartlek,8,8.4,147
592,fartlek,9,8.25,146
592,fartlek,10,8.35,143
593,recovery,1,10.57,147
593,recovery,2,10.8,146
593,recovery,3,10.58,139
593,recovery,4,10.54,145
594,easy,1,9.18,144
594,easy,2,9.11,149
594,easy,3,9.05,146
594,easy,4,9.5,152
594,easy,5,9.2,133
594,easy,6,9.31,149
595,tempo,1,7.69,149
595,tempo,2,7.41,137
595,tempo,3,7.49,147
595,tempo,4,7.42,143
595,tempo,5,7.73,156
596,fartlek,1,8.71,147
596,fartlek,2,8.75,150
596,fartlek,3,9.04,148
596,fartlek,4,8.79,154
596,fartlek,5,8.42,156
596,fartlek,6,9.08,150
596,fartlek,7,8.94,148
596,fartlek,8,8.67,149
596,fartlek,9,8.9,141
596,fartlek,10,8.66,152
596,fartlek,11,8.65,149
596,fartlek,12,8.76,150
596,fartlek,13,8.9,154
597,recovery,1,9.91,147
597,recovery,2,9.99,152
597,recovery,3,9.64,148
597,recovery,4,10.22,149
598,easy,1,10.52,139
598,easy,2,10.65,140
598,easy,3,10.24,149
598,easy,4,10.1,154
598,easy,5,10.03,153
598,easy,6,10.06,156
598,easy,7,10.4,153
598,easy,8,10.81,150
598,easy,9,10.56,148
598,easy,10,10.22,155
598,easy,11,10.41,144
598,easy,12,10.15,150
598,easy,13,10.16,150
599,trail,1,11.84,137
599,trail,2,12.31,148
599,trail,3,12.2,151
599,trail,4,12.2,149
599,trail,5,12.03,147
600,recovery,1,10.31,134
600,recovery,2,10.52,151
600,recovery,3,10.27,152
600,recovery,4,10.24,153
600,recovery,5,10.14,148
600,recovery,6,10.54,150
600,recovery,7,10.53,150
600,recovery,8,10.66,146
601,easy,1,9.11,137
601,easy,2,9.01,141
601,easy,3,9.2,150
601,easy,4,8.99,144
601,easy,5,8.77,149
602,interval,1,5.0,145
602,interval,2,7.36,145
602,interval,3,5.0,152
602,interval,4,7.36,148
602,interval,5,5.0,152
602,interval,6,7.36,158
602,interval,7,5.0,149
602,interval,8,7.36,158
602,interval,9,5.0,152
603,easy,1,9.21,143
603,easy,2,9.13,151
603,easy,3,9.14,142
603,easy,4,9.12,145
603,easy,5,9.17,150
603,easy,6,9.37,152
603,easy,7,8.89,148
603,easy,8,9.29,151
603,easy,9,9.25,150
603,easy,10,9.51,156
604,fartlek,1,8.39,135
604,fartlek,2,8.63,140
604,fartlek,3,8.47,141
604,fartlek,4,8.56,143
604,fartlek,5,8.93,155
605,easy,1,8.27,147
605,easy,2,7.86,156
605,easy,3,8.18,155
605,easy,4,8.22,155
605,easy,5,8.35,157
605,easy,6,8.12,142
605,easy,7,8.14,147
605,easy,8,7.76,146
605,easy,9,8.63,168
605,easy,10,8.23,153
605,easy,11,8.26,145
605,easy,12,8.38,148
605,easy,13,8.16,155
605,easy,14,8.25,148
605,easy,15,8.31,165
605,easy,16,7.88,160
606,recovery,1,10.95,147
606,recovery,2,10.9,146
606,recovery,3,11.23,149
606,recovery,4,11.19,141
606,recovery,5,10.9,153
606,recovery,6,11.15,149
606,recovery,7,11.15,156
606,recovery,8,11.31,158
606,recovery,9,11.58,152
606,recovery,10,10.74,157
606,recovery,11,11.32,157
606,recovery,12,11.02,160
607,long run,1,10.4,146
607,long run,2,10.69,141
607,long run,3,10.35,144
607,long run,4,10.53,149
607,long run,5,10.53,145
607,long run,6,10.75,147
607,long run,7,10.58,148
607,long run,8,10.6,148
607,long run,9,10.83,145
607,long run,10,10.81,157
607,long run,11,10.69,159
607,long run,12,10.78,158
607,long run,13,10.76,159
607,long run,14,11.02,153
607,long run,15,10.59,157
607,long run,16,10.48,153
608,long run,1,9.92,146
608,long run,2,9.65,144
608,long run,3,9.96,148
608,long run,4,9.82,150
609,race,1,6.31,142
609,race,2,6.24,151
609,race,3,6.61,149
609,race,4,6.71,146
609,race,5,6.38,151
609,race,6,6.45,157
609,race,7,6.08,144
609,race,8,6.43,147
609,race,9,6.32,161
609,race,10,6.64,148
609,race,11,6.32,156
609,race,12,6.21,159
609,race,13,6.1,154
609,race,14,6.41,158
610,tempo,1,7.71,141
610,tempo,2,7.26,142
610,tempo,3,7.16,148
610,tempo,4,7.53,146
610,tempo,5,7.49,140
610,tempo,6,7.38,146
610,tempo,7,7.36,148
610,tempo,8,7.25,153
611,race,1,7.5,139
611,race,2,6.95,139
611,race,3,7.26,139
611,race,4,7.28,152
611,race,5,7.21,152
611,race,6,7.09,152
611,race,7,7.01,157
611,race,8,7.14,159
611,race,9,6.79,146
611,race,10,6.97,150
611,race,11,6.96,156
611,race,12,7.25,139
611,race,13,7.28,153
612,fartlek,1,8.91,155
612,fartlek,2,9.13,141
612,fartlek,3,8.58,147
612,fartlek,4,9.04,143
612,fartlek,5,8.89,144
612,fartlek,6,8.93,150
612,fartlek,7,8.79,148
612,fartlek,8,9.3,160
612,fartlek,9,8.99,160
612,fartlek,10,9.01,151
613,trail,1,10.67,146
613,trail,2,10.94,141
613,trail,3,10.55,152
613,trail,4,11.05,145
613,trail,5,10.85,146
613,trail,6,10.5,150
613,trail,7,10.6,162
613,trail,8,10.63,147
613,trail,9,10.57,143
613,trail,10,10.5,153
613,trail,11,10.61,156
613,trail,12,10.65,151
613,trail,13,10.99,151
613,trail,14,10.82,149
613,trail,15,10.83,157
614,easy,1,10.81,146
614,easy,2,10.53,144
614,easy,3,10.39,143
615,tempo,1,7.84,151
615,tempo,2,7.54,149
615,tempo,3,7.54,155
615,tempo,4,7.53,145
615,tempo,5,7.74,151
615,tempo,6,7.75,152
615,tempo,7,7.36,155
615,tempo,8,7.54,152
615,tempo,9,7.8,156
615,tempo,10,7.51,149
616,long run,1,9.67,144
616,long run,2,9.92,139
616,long run,3,9.8,136
616,long run,4,10.04,139
616,long run,5,10.17,144
616,long run,6,10.08,153
616,long run,7,10.13,143
616,long run,8,9.99,146
617,tempo,1,7.52,147
617,tempo,2,7.25,152
617,tempo,3,7.29,147
618,easy,1,8.65,144
618,easy,2,8.91,149
618,easy,3,8.75,156
618,easy,4,8.66,145
618,easy,5,8.69,148
618,easy,6,8.25,143
618,easy,7,8.22,144
618,easy,8,8.8,154
618,easy,9,8.88,157
618,easy,10,8.49,158
618,easy,11,8.66,147
618,easy,12,8.74,152
618,easy,13,8.95,156
619,trail,1,10.45,142
619,trail,2,10.74,152
619,trail,3,10.59,138
619,trail,4,9.88,138
619,trail,5,10.44,148
619,trail,6,10.4,145
619,trail,7,10.41,154
619,trail,8,10.38,148
619,trail,9,10.29,158
619,trail,10,9.89,148
619,trail,11,10.42,153
619,trail,12,10.49,143
620,interval,1,5.18,145
620,interval,2,8.41,151
620,interval,3,5.18,139
620,interval,4,8.41,145
620,interval,5,5.18,155
620,interval,6,8.41,156
620,interval,7,5.18,145
620,interval,8,8.41,147
620,interval,9,5.18,142
620,interval,10,8.41,141
620,interval,11,5.18,151
620,interval,12,8.41,150
621,recovery,1,12.1,144
621,recovery,2,11.99,143
621,recovery,3,12.16,151
621,recovery,4,12.24,146
621,recovery,5,12.27,143
621,recovery,6,12.08,149
621,recovery,7,12.03,153
621,recovery,8,12.06,143
622,long run,1,9.71,144
622,long run,2,10.31,137
622,long run,3,9.89,147
622,long run,4,10.18,141
622,long run,5,9.92,148
622,long run,6,9.94,150
622,long run,7,9.86,156
622,long run,8,9.83,152
622,long run,9,9.86,150
622,long run,10,9.74,149
623,easy,1,9.84,143
623,easy,2,9.71,155
623,easy,3,9.89,144
623,easy,4,9.49,151
623,easy,5,9.88,153
623,easy,6,9.7,153
624,recovery,1,10.97,137
624,recovery,2,11.06,146
624,recovery,3,10.96,146
624,recovery,4,11.12,144
624,recovery,5,11.12,150
624,recovery,6,11.01,149
624,recovery,7,11.3,152
624,recovery,8,11.09,153
624,recovery,9,11.12,154
625,race,1,7.86,154
625,race,2,7.64,149
625,race,3,7.74,149
625,race,4,7.75,143
625,race,5,7.65,149
625,race,6,7.33,148
625,race,7,7.88,150
625,race,8,7.84,146
625,race,9,8.21,153
626,interval,1,5.0,160
626,interval,2,7.57,153
626,interval,3,5.0,153
626,interval,4,7.57,141
626,interval,5,5.0,140
626,interval,6,7.57,150
626,interval,7,5.0,148
627,easy,1,10.55,146
627,easy,2,10.41,151
627,easy,3,10.72,143
627,easy,4,10.46,152
628,tempo,1,7.6,150
628,tempo,2,8.17,132
628,tempo,3,7.69,151
628,tempo,4,7.45,144
628,tempo,5,7.62,150
628,tempo,6,7.57,148
628,tempo,7,7.82,163
628,tempo,8,8.1,152
628,tempo,9,7.83,154
628,tempo,10,8.1,157
629,fartlek,1,7.98,140
629,fartlek,2,7.72,149
629,fartlek,3,7.62,148
629,fartlek,4,7.92,147
629,fartlek,5,7.46,143
629,fartlek,6,7.95,150
629,fartlek,7,7.73,151
629,fartlek,8,7.74,157
629,fartlek,9,7.31,145
629,fartlek,10,7.94,148
629,fartlek,11,7.81,162
629,fartlek,12,7.67,154
630,recovery,1,11.32,145
630,recovery,2,11.49,153
630,recovery,3,10.9,151
630,recovery,4,11.57,146
630,recovery,5,11.12,142
630,recovery,6,11.18,147
631,fartlek,1,8.01,144
631,fartlek,2,7.69,147
631,fartlek,3,7.81,146
631,fartlek,4,8.06,147
631,fartlek,5,7.99,154
631,fartlek,6,7.91,154
631,fartlek,7,7.67,153
631,fartlek,8,7.93,151
631,fartlek,9,7.67,149
631,fartlek,10,7.93,157
631,fartlek,11,7.57,148
631,fartlek,12,8.07,162
631,fartlek,13,7.87,158
632,recovery,1,11.68,145
632,recovery,2,11.57,142
632,recovery,3,11.78,147
632,recovery,4,11.31,141
632,recovery,5,11.47,146
632,recovery,6,11.55,148
632,recovery,7,11.31,146
632,recovery,8,11.72,163
632,recovery,9,11.84,157
632,recovery,10,11.25,153
632,recovery,11,11.51,155
632,recovery,12,11.56,156
632,recovery,13,11.65,157
632,recovery,14,11.76,163
632,recovery,15,11.53,160
632,recovery,16,11.78,147
633,easy,1,9.75,146
633,easy,2,9.81,149
633,easy,3,10.12,152
633,easy,4,9.55,148
633,easy,5,10.26,152
633,easy,6,10.08,144
634,easy,1,10.03,140
634,easy,2,10.2,145
634,easy,3,9.94,149
634,easy,4,9.97,150
635,race,1,7.95,146
635,race,2,7.84,145
635,race,3,7.97,146
635,race,4,7.75,154
635,race,5,8.13,150
635,race,6,7.72,146
635,race,7,7.78,145
635,race,8,7.64,144
635,race,9,7.88,149
635,race,10,7.99,154
635,race,11,8.19,142
635,race,12,7.85,153
635,race,13,7.82,158
635,race,14,7.33,150
636,interval,1,5.13,140
636,interval,2,8.33,132
636,interval,3,5.13,142
637,long run,1,9.63,135
637,long run,2,9.57,146
637,long run,3,9.26,150
637,long run,4,9.73,137
637,long run,5,9.62,151
637,long run,6,9.42,158
637,long run,7,9.54,148
637,long run,8,9.28,154
637,long run,9,8.98,146
637,long run,10,9.49,156
637,long run,11,9.2,155
637,long run,12,9.42,154
637,long run,13,9.55,155
638,interval,1,5.36,144
638,interval,2,8.71,140
638,interval,3,5.36,145
638,interval,4,8.71,147
638,interval,5,5.36,142
638,interval,6,8.71,148
638,interval,7,5.36,149
638,interval,8,8.71,147
638,interval,9,5.36,153
638,interval,10,8.71,155
638,interval,11,5.36,149
638,interval,12,8.71,154
638,interval,13,5.36,159
638,interval,14,8.71,150
639,fartlek,1,7.48,138
639,fartlek,2,7.78,152
639,fartlek,3,7.58,140
640,easy,1,9.56,145
640,easy,2,9.54,150
640,easy,3,9.49,155
640,easy,4,9.28,156
640,easy,5,9.52,152
640,easy,6,9.41,146
640,easy,7,9.49,147
640,easy,8,9.68,154
640,easy,9,9.17,144
640,easy,10,9.49,151
641,trail,1,10.89,142
641,trail,2,11.18,150
641,trail,3,11.29,144
641,trail,4,11.25,144
641,trail,5,11.15,150
641,trail,6,11.06,144
642,recovery,1,10.93,144
642,recovery,2,10.91,147
642,recovery,3,10.99,151
642,recovery,4,11.19,150
642,recovery,5,11.08,141
642,recovery,6,11.1,146
642,recovery,7,11.19,153
642,recovery,8,11.16,139
642,recovery,9,11.0,153
642,recovery,10,11.15,153
643,easy,1,10.95,138
643,easy,2,10.84,149
643,easy,3,11.09,150
643,easy,4,10.79,142
643,easy,5,10.87,152
643,easy,6,10.88,143
643,easy,7,10.98,145
643,easy,8,10.68,142
643,easy,9,11.03,154
643,easy,10,10.75,142
643,easy,11,11.27,154
643,easy,12,10.56,153
643,easy,13,10.71,163
643,easy,14,10.45,155
643,easy,15,11.45,160
644,tempo,1,7.74,149
644,tempo,2,7.98,135
644,tempo,3,7.84,144
644,tempo,4,7.94,143
644,tempo,5,7.57,147
644,tempo,6,7.87,155
644,tempo,7,7.92,136
644,tempo,8,7.54,152
644,tempo,9,7.75,153
644,tempo,10,7.41,151
644,tempo,11,7.44,154
644,tempo,12,7.75,156
644,tempo,13,8.12,155
644,tempo,14,8.14,145
644,tempo,15,7.7,151
644,tempo,16,7.57,164
645,trail,1,10.94,148
645,trail,2,10.78,147
645,trail,3,11.04,144
645,trail,4,10.88,136
646,fartlek,1,7.83,150
646,fartlek,2,7.83,139
646,fartlek,3,8.17,149
646,fartlek,4,8.47,150
646,fartlek,5,7.58,146
646,fartlek,6,7.77,147
646,fartlek,7,8.12,148
646,fartlek,8,8.02,146
646,fartlek,9,8.16,144
646,fartlek,10,8.06,162
646,fartlek,11,8.33,158
646,fartlek,12,8.18,153
646,fartlek,13,8.25,147
647,interval,1,5.42,143
647,interval,2,8.8,145
647,interval,3,5.42,157
647,interval,4,8.8,156
648,trail,1,10.39,141
648,trail,2,10.35,140
648,trail,3,10.39,148
648,trail,4,10.21,153
648,trail,5,10.32,144
648,trail,6,10.1,158
648,trail,7,10.53,145
648,trail,8,10.52,153
648,trail,9,10.65,148
648,trail,10,10.17,149
648,trail,11,10.37,157
648,trail,12,10.73,152
649,trail,1,10.58,144
649,trail,2,10.88,141
649,trail,3,10.82,157
649,trail,4,10.89,139
649,trail,5,10.62,141
649,trail,6,10.53,147
649,trail,7,10.58,150
649,trail,8,10.59,151
649,trail,9,10.73,155
649,trail,10,10.5,154
649,trail,11,10.95,148
649,trail,12,10.84,159
649,trail,13,10.57,157
649,trail,14,10.7,162
649,trail,15,10.56,156
650,fartlek,1,8.51,148
650,fartlek,2,8.95,144
650,fartlek,3,8.87,138
650,fartlek,4,9.19,150
650,fartlek,5,8.9,153
650,fartlek,6,9.25,140
650,fartlek,7,9.21,149
650,fartlek,8,8.93,145
650,fartlek,9,9.1,157
650,fartlek,10,9.01,158
650,fartlek,11,9.07,148
651,fartlek,1,7.89,144
651,fartlek,2,7.62,153
651,fartlek,3,8.01,154
652,easy,1,10.36,145
652,easy,2,10.09,147
652,easy,3,9.98,148
652,easy,4,10.4,142
652,easy,5,10.41,146
652,easy,6,10.33,149
652,easy,7,10.01,150
652,easy,8,10.12,143
652,easy,9,10.3,149
652,easy,10,10.16,155
652,easy,11,10.12,150
652,easy,12,10.09,155
652,easy,13,10.25,154
652,easy,14,10.24,153
652,easy,15,10.11,162
653,fartlek,1,8.31,147
653,fartlek,2,8.25,147
653,fartlek,3,8.65,143
653,fartlek,4,8.63,150
653,fartlek,5,8.58,152
653,fartlek,6,8.52,154
653,fartlek,7,8.17,150
653,fartlek,8,8.26,151
653,fartlek,9,8.2,151
653,fartlek,10,8.56,149
653,fartlek,11,8.82,157
653,fartlek,12,8.49,144
653,fartlek,13,8.69,146
654,easy,1,8.98,151
654,easy,2,9.45,146
654,easy,3,9.14,148
654,easy,4,9.41,153
655,long run,1,10.09,144
655,long run,2,10.42,146
655,long run,3,10.6,145
655,long run,4,10.54,142
655,long run,5,10.3,147
655,long run,6,10.16,146
655,long run,7,10.62,158
655,long run,8,10.33,151
656,fartlek,1,9.52,151
656,fartlek,2,9.72,145
656,fartlek,3,9.72,156
656,fartlek,4,9.62,150
656,fartlek,5,9.71,142
656,fartlek,6,9.68,155
656,fartlek,7,9.58,155
656,fartlek,8,10.14,144
656,fartlek,9,9.76,155
656,fartlek,10,9.97,160
656,fartlek,11,9.98,155
656,fartlek,12,10.07,148
656,fartlek,13,9.58,159
657,fartlek,1,8.78,149
657,fartlek,2,8.74,142
657,fartlek,3,8.96,152
657,fartlek,4,8.65,143
657,fartlek,5,8.87,145
657,fartlek,6,9.07,148
657,fartlek,7,9.13,154
657,fartlek,8,8.72,142
657,fartlek,9,8.51,152
657,fartlek,10,8.69,153
658,trail,1,11.07,144
658,trail,2,10.96,140
658,trail,3,10.77,148
658,trail,4,10.99,150
658,trail,5,10.79,142
658,trail,6,10.87,154
658,trail,7,11.18,157
658,trail,8,10.94,153
658,trail,9,11.17,151
659,easy,1,10.62,149
659,easy,2,10.55,143
659,easy,3,10.85,150
659,easy,4,10.83,144
659,easy,5,10.22,136
659,easy,6,10.41,140
659,easy,7,10.63,144
659,easy,8,10.76,147
659,easy,9,10.28,151
660,easy,1,9.23,146
660,easy,2,9.14,142
660,easy,3,9.24,150
660,easy,4,9.43,154
660,easy,5,9.24,146
660,easy,6,9.35,149
660,easy,7,9.38,153
660,easy,8,9.21,146
660,easy,9,8.88,151
661,long run,1,9.44,142
661,long run,2,9.57,143
661,long run,3,9.25,147
661,long run,4,9.08,149
661,long run,5,9.28,148
661,long run,6,8.98,153
661,long run,7,9.14,151
662,recovery,1,10.73,149
662,recovery,2,10.73,148
662,recovery,3,10.67,147
662,recovery,4,10.85,140
662,recovery,5,10.32,153
662,recovery,6,10.76,149
662,recovery,7,10.81,148
662,recovery,8,10.87,144
662,recovery,9,10.97,139
662,recovery,10,10.72,161
663,interval,1,5.32,139
663,interval,2,8.65,139
663,interval,3,5.32,145
663,interval,4,8.65,151
663,interval,5,5.32,151
663,interval,6,8.65,152
663,interval,7,5.32,145
663,interval,8,8.65,149
663,interval,9,5.32,152
663,interval,10,8.65,151
663,interval,11,5.32,155
663,interval,12,8.65,161
663,interval,13,5.32,155
663,interval,14,8.65,152
663,interval,15,5.32,148
663,interval,16,8.65,157
664,easy,1,9.26,143
664,easy,2,9.24,136
664,easy,3,9.48,153
664,easy,4,9.21,153
664,easy,5,9.26,147
664,easy,6,9.04,154
664,easy,7,8.88,149
664,easy,8,9.38,151
664,easy,9,9.41,143
665,recovery,1,11.26,147
665,recovery,2,11.95,138
665,recovery,3,11.97,144
665,recovery,4,11.1,141
665,recovery,5,11.92,144
665,recovery,6,11.56,155
666,long run,1,10.66,148
666,long run,2,10.39,145
666,long run,3,10.36,142
666,long run,4,10.17,143
666,long run,5,10.64,142
666,long run,6,10.89,148
666,long run,7,10.79,154
666,long run,8,10.51,152
666,long run,9,10.6,154
666,long run,10,10.55,146
666,long run,11,10.68,147
666,long run,12,10.85,154
666,long run,13,10.39,160
666,long run,14,10.39,159
666,long run,15,10.44,152
666,long run,16,10.49,168
667,fartlek,1,7.5,149
667,fartlek,2,7.51,152
667,fartlek,3,7.45,142
667,fartlek,4,7.6,155
667,fartlek,5,7.45,146
667,fartlek,6,7.19,146
667,fartlek,7,7.47,147
667,fartlek,8,7.52,140
668,easy,1,9.55,146
668,easy,2,9.39,152
668,easy,3,9.34,142
669,race,1,7.46,139
669,race,2,7.29,143
669,race,3,7.54,144
669,race,4,7.47,153
669,race,5,7.29,147
670,trail,1,11.54,154
670,trail,2,11.58,146
670,trail,3,11.14,147
670,trail,4,11.06,158
670,trail,5,11.41,149
670,trail,6,11.27,145
670,trail,7,11.2,144
670,trail,8,11.52,148
670,trail,9,11.26,152
671,interval,1,5.57,137
671,interval,2,9.05,145
671,interval,3,5.57,152
671,interval,4,9.05,148
671,interval,5,5.57,154
671,interval,6,9.05,141
671,interval,7,5.57,148
671,interval,8,9.05,151
671,interval,9,5.57,154
671,interval,10,9.05,147
671,interval,11,5.57,155
672,race,1,7.24,147
672,race,2,7.34,144
672,race,3,7.31,149
672,race,4,7.12,140
672,race,5,7.22,153
672,race,6,7.0,146
672,race,7,6.95,155
672,race,8,7.3,152
672,race,9,6.87,154
672,race,10,7.2,149
672,race,11,7.33,147
672,race,12,7.25,147
672,race,13,7.69,146
673,recovery,1,10.69,149
673,recovery,2,11.01,140
673,recovery,3,10.6,160
673,recovery,4,11.25,159
673,recovery,5,10.61,147
673,recovery,6,10.63,143
673,recovery,7,10.51,144
673,recovery,8,10.81,151
673,recovery,9,10.75,154
673,recovery,10,10.79,142
673,recovery,11,10.89,148
673,recovery,12,11.01,154
673,recovery,13,10.58,147
673,recovery,14,10.81,153
674,interval,1,5.38,144
674,interval,2,8.74,142
674,interval,3,5.38,147
674,interval,4,8.74,149
675,trail,1,11.11,145
675,trail,2,11.1,146
675,trail,3,11.14,144
675,trail,4,11.09,152
675,trail,5,11.07,149
675,trail,6,11.01,148
675,trail,7,10.98,147
675,trail,8,11.18,151
675,trail,9,11.02,151
675,trail,10,11.15,144
675,trail,11,11.14,148
675,trail,12,10.85,160
675,trail,13,10.98,156
675,trail,14,11.03,152
675,trail,15,11.06,154
675,trail,16,11.13,152
676,recovery,1,10.94,153
676,recovery,2,10.7,143
676,recovery,3,10.91,140
677,tempo,1,7.56,142
677,tempo,2,7.72,154
677,tempo,3,7.75,144
677,tempo,4,8.09,147
677,tempo,5,7.78,145
677,tempo,6,7.63,146
677,tempo,7,7.85,149
677,tempo,8,7.88,144
677,tempo,9,7.96,147
677,tempo,10,7.54,147
677,tempo,11,7.98,160
677,tempo,12,8.18,161
677,tempo,13,7.97,167
677,tempo,14,8.01,155
678,interval,1,5.21,148
678,interval,2,8.46,139
678,interval,3,5.21,141
679,long run,1,9.37,139
679,long run,2,9.03,152
679,long run,3,9.4,143
679,long run,4,9.11,151
679,long run,5,9.2,151
679,long run,6,9.17,141
679,long run,7,9.24,148
679,long run,8,9.1,153
679,long run,9,9.41,149
679,long run,10,9.17,151
679,long run,11,9.27,154
679,long run,12,9.22,151
680,trail,1,11.69,149
680,trail,2,11.64,145
680,trail,3,11.49,142
680,trail,4,11.76,149
680,trail,5,11.2,146
680,trail,6,11.73,153
680,trail,7,11.68,149
680,trail,8,11.52,139
680,trail,9,11.4,139
680,trail,10,11.76,148
680,trail,11,11.63,155
680,trail,12,11.71,151
680,trail,13,11.31,157
680,trail,14,11.78,152
681,recovery,1,11.99,147
